Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Type,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
magic-academy hood,,,Purple,No,1040,260,51,Purple,Purple,1x1,940,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Halloween (days before); Halloween,No,All Year,All Year,NA,Free,Free,Cool,Cool,fairy tale; goth; party,6,HeadFullFace,No,For sale,1.5.0,Yes,CapFullfaceHalloweenhood1,1265,13398,W9pLHhxF3eLME6MnQ
Mario hat,,,NA,No,1500,375,201,Red,Red,1x1,NA,NA,Nook Shopping Promotion,Not available before March 1st 2021,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,fairy tale; party,1,HeadCap,Yes,Not in catalog,1.8.0,Yes,CapHatMario0,1318,13546,tHnw8hfi4GYgvAkGT
market auctioneer's cap,,,Blue,No,840,210,51,Blue,Yellow,1x1,760,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,outdoorsy; work,1,HeadCap,Yes,For sale,2.0.0,Yes,CapHatAuctioncap0,1487,14848,gXw4uw7W6Wcq2ccz7
market auctioneer's cap,,,Green,No,840,210,51,Green,White,1x1,760,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,outdoorsy; work,2,HeadCap,Yes,For sale,2.0.0,Yes,CapHatAuctioncap1,1487,472,QujjAs8NcJPocXmiR
market auctioneer's cap,,,Brown,No,840,210,51,Brown,Green,1x1,760,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,outdoorsy; work,3,HeadCap,Yes,For sale,2.0.0,Yes,CapHatAuctioncap2,1487,473,jbGEipXoEHmkp7BqW
matanpushi,,,Red,No,880,220,51,Red,Yellow,1x1,790,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Elegant,everyday; formal,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatMatampushi2,1164,12034,wLkeY9D82XAyLE3N9
matanpushi,,,Blue,No,880,220,51,Blue,Beige,1x1,790,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Elegant,everyday; formal,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatMatampushi0,1164,10914,G4fspHfP6FzwQEqto
matanpushi,,,Brown,No,880,220,51,Brown,Aqua,1x1,790,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Elegant,everyday; formal,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatMatampushi1,1164,12033,ZoE3A7vJmf6fjas2d
matronly bun,,,NA,No,1280,320,51,Colorful,Colorful,1x1,1200,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Elegant,theatrical,1,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigOnionhair,829,5691,2HsMdh23YHSqA4AhL
mermaid tiara,,,NA,No,NFS,1250,251,White,Pink,1x1,NA,NA,Pascal,,NA,NA,All Year,All Year,NA,Free,Free,Cute,Elegant,fairy tale; formal; party; theatrical,1,HeadHairOrnament_Top,Yes,Not for sale,1.3.0,Yes,CapOrnamentCMermaid0,1224,12661,sGCqgfbJSc9ndpEv8
mesh cap,,,Black,No,560,140,51,Black,White,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,everyday; outdoorsy; sporty,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatMeshcap6,579,11511,B75gGQnqmbvwFnY3r
mesh cap,,,Red,No,560,140,51,Red,White,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,everyday; outdoorsy; sporty,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatMeshcap1,579,11506,S878yxu4ziFfZiAYa
mesh cap,,,Pink,No,560,140,51,Pink,White,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,everyday; outdoorsy; sporty,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatMeshcap2,579,11507,ELafihA36MBWWb4HR
mesh cap,,,Orange,No,560,140,51,Orange,White,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Active,Simple,everyday; outdoorsy; sporty,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatMeshcap4,579,11509,xtfgMAvaPXTMryc3N
mesh cap,,,Yellow,No,560,140,51,Yellow,White,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,everyday; outdoorsy; sporty,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatMeshcap5,579,11510,X2thzp4pg5qBhJrYZ
mesh cap,,,Green,No,560,140,51,Green,White,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,everyday; outdoorsy; sporty,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatMeshcap3,579,11508,yDdLG4bLQnnATQQrh
mesh cap,,,Purple,No,560,140,51,Purple,White,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Winter,Free,Free,Active,Simple,everyday; outdoorsy; sporty,7,HeadCap,Yes,For sale,1.0.0,Yes,CapHatMeshcap0,579,5128,ci33Hxg6BtfZ4KKY9
milkmaid hat,,,NA,No,NFS,800,451,White,White,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Simple,everyday; formal,1,Headgear_HasBang,No,Not for sale,1.0.0,Yes,CapBangsVolendamWhite,704,5365,xxPurMe9L9zyhgmoH
mini straw boater,,,NA,No,640,160,51,Beige,Orange,1x1,580,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,sporty; vacation,1,HeadHairOrnament_Peak,Yes,For sale,2.0.0,Yes,CapOrnamentAKankanbo0,1421,14463,hWhKdPNaqnt2u2Nb9
mohawk wig,,,NA,No,1280,320,51,Colorful,Colorful,1x1,1200,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Summer,Free,Free,Cool,Cool,theatrical,1,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigMohican,826,5688,xSP2ma9tBnzzWzfv6
mum crown,,,NA,Yes,NFS,480,103,Red,Yellow,1x1,NA,NA,Crafting,,NA,NA,All Year,Autumn,NA,Free,Free,Cute,Simple,fairy tale; party; vacation,1,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,Yes,CapOrnamentMum1,573,5117,jcwfq9ffbRoL4AEde
mummy mask,,,NA,No,980,245,51,White,White,1x1,880,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,fairy tale; goth; theatrical,1,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceMummyWhite,676,5324,RumzTwR7oeh4Ap6Ge
My Melody hood,,,NA,No,1500,375,201,Pink,Pink,1x1,NA,NA,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; theatrical,1,Headgear_HasBang,No,Not in catalog,1.9.0,Yes,CapBangsMymelody0,1282,13168,DogpHyGGSiz6yL4bo
New Year's hat,,,Red,No,500,125,33,Red,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearRed,550,4799,mRkejbn9CwDxWTD8v
New Year's hat,,,Pink,No,500,125,33,Pink,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,2,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearPink,550,5191,JHAzmuxhiGZG5xJzv
New Year's hat,,,Orange,No,500,125,33,Orange,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,3,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearOrange,550,5189,2jcPz9T4E5CHeytdR
New Year's hat,,,Yellow,No,500,125,33,Yellow,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,4,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearYellow,550,5187,4P3oKZ7N4xXbHKcHD
New Year's hat,,,Green,No,500,125,33,Green,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,5,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearGreen,550,5188,STBytwCasPPX5vfWn
New Year's hat,,,Light blue,No,500,125,33,Aqua,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,6,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearLightblue,550,5192,zDsxniwxCt7Lyb2Aa
New Year's hat,,,Blue,No,500,125,33,Blue,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,7,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearBlue,550,5186,Eo5LXf3XdqiQyRyv9
New Year's hat,,,Purple,No,500,125,33,Purple,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,8,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearPurple,550,5190,B7pexDLSa7ZxqCRx2
New Year's silk hat,,,Red,No,500,125,33,Red,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkRed,910,5946,4gvYY4rPwuzRbaMXQ
New Year's silk hat,,,Pink,No,500,125,33,Pink,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,2,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkPink,910,5952,4KbWNw4jwLokepjDz
New Year's silk hat,,,Orange,No,500,125,33,Orange,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,3,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkOrange,910,5950,s2Q4sYtm9FQzx8L95
New Year's silk hat,,,Yellow,No,500,125,33,Yellow,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,4,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkYellow,910,5948,k8tKF4tYi5ZejnpTb
New Year's silk hat,,,Green,No,500,125,33,Green,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,5,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkGreen,910,5949,gF3HgnhNTRHXjaw7B
New Year's silk hat,,,Light blue,No,500,125,33,Aqua,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,6,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkLightblue,910,5953,YsNhinT3gy8CYuB4d
New Year's silk hat,,,Blue,No,500,125,33,Blue,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,7,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkBlue,910,5947,D3oDFZZsBaBoJ9NeJ
New Year's silk hat,,,Purple,No,500,125,33,Purple,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,8,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkPurple,910,5951,SY9weEDnd4egCfKts
newsprint helmet,,,NA,No,120,30,201,Gray,Gray,1x1,NA,NA,Nook Shopping Seasonal,,Children's Day,Yes,All Year,Spring,NA,Free,Free,Active,Simple,fairy tale; theatrical,1,HeadCap,Yes,Seasonal,1.10.0,Yes,CapHatPaperGray,668,5308,z7WHszyCMK75sPkA9
ninja hood,,,Dark blue,No,1400,350,51,Blue,Gray,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; work,1,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja0,708,5364,tNfkPdEzqBqjaJpoL
ninja hood,,,Gray,No,1400,350,51,Black,Gray,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; work,2,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja1,708,11870,pqeTwLRpzY2iimLhX
ninja hood,,,Red,No,1400,350,51,Red,Gray,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; work,3,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja2,708,11871,cjHgPwXzQKaAvmhuC
ninja hood,,,Orange,No,1400,350,51,Orange,Gray,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; work,4,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja7,708,11876,xuwDmWqQkxgPZPqRg
ninja hood,,,Yellow,No,1400,350,51,Yellow,Gray,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; work,5,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja6,708,11875,M5W4YEuvEQ787Tegk
ninja hood,,,Green,No,1400,350,51,Green,Gray,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; work,6,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja5,708,11874,XaaDcBAN2LENqYzcv
ninja hood,,,Aqua,No,1400,350,51,Aqua,Gray,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; work,7,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja4,708,11873,QLNKKCbkjKA4dbrrT
ninja hood,,,Purple,No,1400,350,51,Purple,Gray,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; work,8,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja3,708,11872,tB493c7XfJfk3SNdz
Noh mask,,,NA,No,2400,600,51,Beige,Black,1x1,2200,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Gorgeous,goth; theatrical,1,HeadFace,Yes,For sale,1.0.0,Yes,CapMaskNomenWhite,919,6036,g5HMKByrRY6yupb25
Nook Inc. bandanna,,,NA,No,NFS,2500,151,Orange,Yellow,1x1,500,Nook Miles,Nook Miles Redemption,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cute,outdoorsy; work,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatBandanaRco,1143,5628,uPbBLGqqSiTSKdsap
Nook Inc. cap,,,NA,No,NFS,2500,151,Green,White,1x1,500,Nook Miles,Nook Miles Redemption,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,outdoorsy; sporty,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatMeshcapRco,1142,5627,M6ZPhdcjGPvRGtDCS
nurse's cap,,,White,No,1680,420,51,White,White,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,1,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTNurse1,950,11812,u6EEbkfK3e6iHMXsY
nurse's cap,,,Pink,No,1680,420,51,Pink,Pink,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,2,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTNurse0,950,6947,2nZYXc5ee6terDyJY
nurse's cap,,,Blue,No,1680,420,51,Blue,Blue,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,3,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTNurse2,950,11813,NWWLjb8pmu6tC438t
OK Motors cap,,,NA,No,770,192,178,White,Blue,1x1,NA,NA,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,1,HeadCap,Yes,Not in catalog,1.1.0,Yes,CapHatOkmotors0,1192,12424,EfqFMvapb35xaDsnk
okame mask,,,NA,No,1120,280,51,White,Black,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,Setsubun (Able Sisters),Yes,All Year,All Year,NA,Free,Free,Simple,Simple,fairy tale; goth,1,HeadFace,Yes,For sale,1.7.0,Yes,CapMaskOkame0,1343,13910,c66oEbvReiPXb5Sxx
orange hat,,,NA,Yes,NFS,1000,103,Orange,Green,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatOrange,637,5275,QSHPkoQAJJpdDJpXv
ornament crown,,,NA,Yes,NFS,900,201,Green,Colorful,1x1,NA,NA,Crafting,,ornaments,Yes,All Year,All Year,NA,Free,Free,Gorgeous,Active,fairy tale; party,1,HeadHairOrnament_Top,Yes,Not for sale,2.0.0,Yes,CapOrnamentCOrnament0,1430,14613,Lp42KrieWxs3BmrD9
outback hat,,,White,No,1560,390,51,White,Gray,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Elegant,Cool,everyday; outdoorsy; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTengallon4,720,11056,uBsynLkxZLapw4j4w
outback hat,,,Red,No,1560,390,51,Red,Black,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,All Year,Free,Free,Elegant,Cool,everyday; outdoorsy; work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTengallon2,720,11054,BpLh5uscghzcSqNyJ
outback hat,,,Pink,No,1560,390,51,Pink,Pink,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Elegant,Cool,everyday; outdoorsy; work,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTengallon3,720,11055,e9ntmssz8a4Ydsnii
outback hat,,,Brown,No,1560,390,51,Brown,Brown,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Elegant,Cool,everyday; outdoorsy; work,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTengallon0,720,5399,aGQncv2i5uCn6BRFC
outback hat,,,Beige,No,1560,390,51,Beige,Gray,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,All Year,Free,Free,Elegant,Cool,everyday; outdoorsy; work,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTengallon1,720,11053,L7gfFxKYMfYFsmc3o
outdoor hat,,,Red,No,1100,275,51,Red,Yellow,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor3,634,11040,jG7vw4ZYdt5wxPJZh
outdoor hat,,,Orange,No,1100,275,51,Orange,Aqua,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor0,634,5258,Taf2gy9MqCWtD8Lm9
outdoor hat,,,Yellow,No,1100,275,51,Yellow,Blue,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,Summer,Free,Free,Active,Active,outdoorsy; sporty,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor4,634,11041,9TQZoMLhikHRrrDDZ
outdoor hat,,,Green,No,1100,275,51,Green,Yellow,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor6,634,11043,mSxNGDSx7y6kZarnc
outdoor hat,,,Light blue,No,1100,275,51,Aqua,Green,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor5,634,11042,w9GeNeMPYKBxbYSH2
outdoor hat,,,Blue,No,1100,275,51,Blue,Red,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,All Year,Free,Free,Active,Active,outdoorsy; sporty,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor1,634,11038,Tni7PAyBS3NrwqbTn
outdoor hat,,,Purple,No,1100,275,51,Purple,Aqua,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,All Year,Free,Free,Active,Active,outdoorsy; sporty,7,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor2,634,11039,bSsN9ide5eYd2KxoS
outdoor hat,,,Beige,No,1100,275,51,Beige,Red,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,8,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor7,634,11044,sTS2R5YRfdAxfEy8Z
paintball mask,,,White,No,1040,260,51,White,Black,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,outdoorsy; sporty,1,HeadFace,No,For sale,1.0.0,Yes,CapMaskPaint1,718,10227,iFPdeeqLGNuWaconR
paintball mask,,,Black,No,1040,260,51,Black,Black,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,outdoorsy; sporty,2,HeadFace,No,For sale,1.0.0,Yes,CapMaskPaint0,718,5395,hXFTMo9zh7Mx7yDDa
paintball mask,,,Yellow,No,1040,260,51,Yellow,Black,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,outdoorsy; sporty,3,HeadFace,No,For sale,1.0.0,Yes,CapMaskPaint3,718,10229,cQY7bMzg8NgyLQXDJ
paintball mask,,,Olive,No,1040,260,51,Green,Black,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,outdoorsy; sporty,4,HeadFace,No,For sale,1.0.0,Yes,CapMaskPaint2,718,10228,WaYr6qyZ6w2y7M8r2
paisley bandanna,,,Black,No,700,175,51,Black,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Summer,Free,Free,Active,Simple,outdoorsy,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana3,657,10762,RxdhMRe7iZv3LxYtQ
paisley bandanna,,,Red,No,700,175,51,Red,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana0,657,5294,93GubKimrHwj42NtQ
paisley bandanna,,,Pink,No,700,175,51,Pink,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana6,657,10765,jDiN5BX2LQjQg7eod
paisley bandanna,,,Orange,No,700,175,51,Orange,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana5,657,10764,jbJkcPtdqKgh8v9AG
paisley bandanna,,,Yellow,No,700,175,51,Yellow,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana2,657,10761,F8Fsf43ae6RCTkuAo
paisley bandanna,,,Green,No,700,175,51,Green,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana4,657,10763,7Z4qghfvzEp2EMfYw
paisley bandanna,,,Blue,No,700,175,51,Blue,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,7,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana1,657,10760,LnqYNcbocnnRFYYbM
paisley bandanna,,,Purple,No,700,175,51,Purple,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,8,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana7,657,10766,covzbSvXPRPk6gLtk
pansy crown,,,NA,Yes,NFS,480,103,Colorful,Colorful,1x1,NA,NA,Crafting,,NA,NA,All Year,Winter,NA,Free,Free,Cute,Simple,fairy tale; party; vacation,1,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,Yes,CapOrnamentPansy1,561,5105,Kn2k9jdadPZNeT4oH
