Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Primary Shape,Secondary Shape,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
Moroccan dress,,,White,No,2520,630,51,White,Aqua,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Elegant,everyday; comfy,5,Yes,B-long,L,For sale,2.0.0,Yes,TopsTexOnepieceBlongLMoroccan4,1448,549,CgKfJ9L7ujGsLXxPT
mummy outfit,,,NA,No,700,175,51,White,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,fairy tale; goth,1,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLMummyWhite,199,3607,9zaYNEyjkhB5ChXMy
My Melody dress,,,NA,No,2400,600,201,Pink,White,1x1,NA,NA,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,everyday; fairy tale,1,Yes,Balloon,H,Not in catalog,1.9.0,Yes,TopsTexOnepieceBalloonHMymelody0,1332,13758,k8dW7seRhgJyZQsQm
mysterious dress,,,Black,No,3120,780,51,Black,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,All Year,Womanly,Womanly,Cool,Elegant,goth; party,1,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLGothic1,189,8689,EzGa33HsPQNrmHium
mysterious dress,,,Red,No,3120,780,51,Red,Red,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Cool,Elegant,goth; party,2,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLGothic2,189,8690,jSJzGQixbbwo2wWfQ
mysterious dress,,,Purple,No,3120,780,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Womanly,Womanly,Cool,Elegant,goth; party,3,Yes,A-long,L,For sale,1.0.0,Yes,TopsTexOnepieceAlongLGothic0,189,3573,AcckzAPyQK4WKneWr
nightgown,,,White,No,2100,525,51,White,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Cute,fairy tale; comfy,1,Yes,A-long,H,For sale,1.0.0,Yes,TopsTexOnepieceAlongHNegligee4,267,11937,oPw2k7S7sCe7TgAgT
nightgown,,,Pink,No,2100,525,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Cute,fairy tale; comfy,2,Yes,A-long,H,For sale,1.0.0,Yes,TopsTexOnepieceAlongHNegligee1,267,8137,G6cSQ93y2DfsmsH6X
nightgown,,,Blue,No,2100,525,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Cute,fairy tale; comfy,3,Yes,A-long,H,For sale,1.0.0,Yes,TopsTexOnepieceAlongHNegligee0,267,4248,byuqvWe9CiMKxn5ay
nightgown,,,Purple,No,2100,525,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Cute,fairy tale; comfy,4,Yes,A-long,H,For sale,1.0.0,Yes,TopsTexOnepieceAlongHNegligee2,267,11935,pbfzdWPFvKP5zGnWA
nightgown,,,Beige,No,2100,525,51,Beige,Beige,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Cute,fairy tale; comfy,5,Yes,A-long,H,For sale,1.0.0,Yes,TopsTexOnepieceAlongHNegligee3,267,11936,LMFakHLXNcBMMgo9G
ninja costume,,,Dark blue,No,2240,560,51,Blue,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,fairy tale; theatrical; work,1,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLNinja0,173,3460,LZmhk7rGGAerTLhHB
ninja costume,,,Gray,No,2240,560,51,Black,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,fairy tale; theatrical; work,2,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLNinja1,173,9207,L5DMqaRcGqLyfecMH
ninja costume,,,Red,No,2240,560,51,Red,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,fairy tale; theatrical; work,3,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLNinja2,173,9208,yjpHb8bANNeGM89Dc
ninja costume,,,Orange,No,2240,560,51,Orange,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,fairy tale; theatrical; work,4,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLNinja7,173,9213,4oqZKviYFhx64kQBN
ninja costume,,,Yellow,No,2240,560,51,Yellow,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,fairy tale; theatrical; work,5,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLNinja6,173,9212,eyWgq5MpH3DPMxk6H
ninja costume,,,Green,No,2240,560,51,Green,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,fairy tale; theatrical; work,6,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLNinja5,173,9211,CgKTdtnNohXqqML5P
ninja costume,,,Aqua,No,2240,560,51,Aqua,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,fairy tale; theatrical; work,7,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLNinja4,173,9210,x53YPySTh3B7hxBZT
ninja costume,,,Purple,No,2240,560,51,Purple,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,fairy tale; theatrical; work,8,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLNinja3,173,9209,Ak7wkzEWgnGSB87eJ
noble dress,,,White,No,5200,1300,51,White,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Gorgeous,Elegant,fairy tale; formal; party; theatrical,1,Yes,Dress,L,For sale,1.0.0,Yes,TopsTexOnepieceDressLNoble2,874,7427,5HrToGYJ9soahyvK2
noble dress,,,Black,No,5200,1300,51,Black,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Gorgeous,Elegant,fairy tale; formal; party; theatrical,2,Yes,Dress,L,For sale,1.0.0,Yes,TopsTexOnepieceDressLNoble4,874,7429,DWyDKcacuNvBk2wHf
noble dress,,,Red,No,5200,1300,51,Red,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Gorgeous,Elegant,fairy tale; formal; party; theatrical,3,Yes,Dress,L,For sale,1.0.0,Yes,TopsTexOnepieceDressLNoble7,874,7432,3vmf9dBa7Ye4nx94M
noble dress,,,Ruby red,No,5200,1300,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Gorgeous,Elegant,fairy tale; formal; party; theatrical,4,Yes,Dress,L,For sale,1.0.0,Yes,TopsTexOnepieceDressLNoble1,874,7426,2j29HRzvFsfzGu7TT
noble dress,,,Yellow,No,5200,1300,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Gorgeous,Elegant,fairy tale; formal; party; theatrical,5,Yes,Dress,L,For sale,1.0.0,Yes,TopsTexOnepieceDressLNoble6,874,7431,EBfJWQEJhTRBt5YCm
noble dress,,,Green,No,5200,1300,51,Green,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Gorgeous,Elegant,fairy tale; formal; party; theatrical,6,Yes,Dress,L,For sale,1.0.0,Yes,TopsTexOnepieceDressLNoble0,874,5798,3MAj5E69dFpmd5kKu
noble dress,,,Blue,No,5200,1300,51,Blue,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Gorgeous,Elegant,fairy tale; formal; party; theatrical,7,Yes,Dress,L,For sale,1.0.0,Yes,TopsTexOnepieceDressLNoble3,874,7428,hEShS9mdw5DBbyvj4
noble dress,,,Purple,No,5200,1300,51,Purple,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Gorgeous,Elegant,fairy tale; formal; party; theatrical,8,Yes,Dress,L,For sale,1.0.0,Yes,TopsTexOnepieceDressLNoble5,874,7430,isHhNNktbHyoCZsDB
noble zap suit,,,Pink,No,2760,690,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Active,Active,fairy tale; theatrical; work,1,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLHeroine0,63,3159,bjuJ6nL74NbJoGJQs
noble zap suit,,,White,No,2760,690,51,White,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Active,Active,fairy tale; theatrical; work,2,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLHeroine7,63,9487,bxpAkQgfGH8Hu3Az3
noble zap suit,,,Silver,No,2760,690,51,Gray,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Active,Active,fairy tale; theatrical; work,3,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLHeroine6,63,9486,7AMJcaqTCzK8ymKg5
noble zap suit,,,Black,No,2760,690,51,Black,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Active,Active,fairy tale; theatrical; work,4,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLHeroine5,63,9485,RxE8eE7oWSzha2azs
noble zap suit,,,Red,No,2760,690,51,Red,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Active,Active,fairy tale; theatrical; work,5,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLHeroine3,63,9483,LfC8sSxGxjSWRCojv
noble zap suit,,,Yellow,No,2760,690,51,Yellow,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Active,Active,fairy tale; theatrical; work,6,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLHeroine4,63,9484,vLXTKQkyCayui6oPQ
noble zap suit,,,Green,No,2760,690,51,Green,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Active,Active,fairy tale; theatrical; work,7,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLHeroine2,63,9482,4xF2FcggyuqQmSkcb
noble zap suit,,,Blue,No,2760,690,51,Blue,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Active,Active,fairy tale; theatrical; work,8,Yes,A-line,L,For sale,1.0.0,Yes,TopsTexOnepieceAlineLHeroine1,63,9481,Q9pFEoAeaZ5GL3zTg
Nook Inc. leotard,,,NA,No,NFS,4500,151,Green,White,1x1,900,Nook Miles,Group Stretching,Sent in the mail after doing group stretches on 3 different days,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,comfy; sporty; theatrical,1,Yes,Overall,H,Not for sale,2.0.0,Yes,TopsTexOnepieceOverallHAerobics0,1423,14545,sJQwpAuFFg6Dj2m9e
nurse's dress uniform,,,White,No,2200,550,51,White,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Active,work,1,Yes,Box,H,For sale,1.0.0,Yes,TopsTexOnepieceBoxHNurse1,146,7792,aQoLvyKfKHh8t8ZoC
nurse's dress uniform,,,Pink,No,2200,550,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Active,work,2,Yes,Box,H,For sale,1.0.0,Yes,TopsTexOnepieceBoxHNurse0,146,3347,KoRLxhbH9HcPtTstZ
nurse's dress uniform,,,Blue,No,2200,550,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Active,work,3,Yes,Box,H,For sale,1.0.0,Yes,TopsTexOnepieceBoxHNurse2,146,7793,WCR64RSgwSQFdwdwz
office uniform,,,Gray,No,1600,400,51,Gray,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Elegant,formal; work,1,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLOffice2,314,9031,bJgB57F4KgCoZEpwf
office uniform,,,Pink,No,1600,400,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Elegant,formal; work,2,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLOffice1,314,9030,a4tX93FxmaMvetYTK
office uniform,,,Blue,No,1600,400,51,Blue,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Elegant,formal; work,3,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLOffice0,314,4336,CHr7QHcteceHeRKDq
ogre costume,,,Red,No,1600,400,51,Red,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Setsubun (Able Sisters),Yes,All Year,Winter,NA,Free,Free,Active,Simple,fairy tale; goth,1,Yes,Overall,L,For sale,1.7.0,Yes,TopsTexOnepieceOverallLOgre1,584,8649,hBkGoPH6qo6LcvRH9
ogre costume,,,Green,No,1600,400,51,Green,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Setsubun (Able Sisters),Yes,All Year,Winter,NA,Free,Free,Active,Simple,fairy tale; goth,2,Yes,Overall,L,For sale,1.7.0,Yes,TopsTexOnepieceOverallLOgre2,584,8650,AExiLPCimiouP23X8
ogre costume,,,Blue,No,1600,400,51,Blue,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Setsubun (Able Sisters),Yes,All Year,Winter,NA,Free,Free,Active,Simple,fairy tale; goth,3,Yes,Overall,L,For sale,1.7.0,Yes,TopsTexOnepieceOverallLOgre0,584,5133,y4J6HPf2wWmEPMm7p
old commoner's kimono,,,Red,No,1920,480,51,Red,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Cute,everyday,1,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLShitamachi3,877,8998,BzjTwgR5a75zrnhvg
old commoner's kimono,,,Golden yellow,No,1920,480,51,Yellow,Red,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Cute,everyday,2,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLShitamachi0,877,5801,sm4SqwzM6mCfrNxpQ
old commoner's kimono,,,Green,No,1920,480,51,Green,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Cute,everyday,3,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLShitamachi2,877,8997,uhHHyR25aWHM2kdWy
old commoner's kimono,,,Blue,No,1920,480,51,Blue,Red,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Womanly,Simple,Cute,everyday,4,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLShitamachi1,877,8996,cpiNa3XwYbc7ss94M
orange dress,,,NA,Yes,NFS,1600,103,Orange,Yellow,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,Yes,A-line,N,Not for sale,1.0.0,Yes,TopsTexOnepieceAlineNOrange,115,3288,8m2LZar64pBxMzkP9
Orihime outfit,,,NA,No,2500,625,201,Red,Yellow,1x1,NA,NA,Nook Shopping Seasonal,,Cowherd & Weaver Girl Day,Yes,All Year,All Year,NA,Womanly,Womanly,Elegant,Cute,fairy tale; formal; party; theatrical,1,Yes,Kimono,L,Seasonal,1.4.0,Yes,TopsTexOnepieceKimonoLWeaverwomen0,1301,13239,t7WAhvTAgZxC8T3Xz
overall dress,,,Denim,No,2000,500,51,Blue,Red,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Womanly,Womanly,Active,Cute,everyday,1,Yes,Box,H,For sale,1.0.0,Yes,TopsTexOnepieceBoxHJumperskirt0,11,3059,eozpEh54SWuKonthQ
overall dress,,,Red,No,2000,500,51,Red,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Womanly,Womanly,Active,Cute,everyday,2,Yes,Box,H,For sale,1.0.0,Yes,TopsTexOnepieceBoxHJumperskirt3,11,4166,MCCfWRuJBeqQH9YfJ
overall dress,,,Yellow,No,2000,500,51,Yellow,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Womanly,Womanly,Active,Cute,everyday,3,Yes,Box,H,For sale,1.0.0,Yes,TopsTexOnepieceBoxHJumperskirt1,11,4164,MBaBuo7n332se5hpy
overall dress,,,Green,No,2000,500,51,Green,Orange,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Womanly,Womanly,Active,Cute,everyday,4,Yes,Box,H,For sale,1.0.0,Yes,TopsTexOnepieceBoxHJumperskirt4,11,9012,xhsDpu4bcn5B8eSr6
overall dress,,,Beige,No,2000,500,51,Beige,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Womanly,Womanly,Active,Cute,everyday,5,Yes,Box,H,For sale,1.0.0,Yes,TopsTexOnepieceBoxHJumperskirt2,11,4165,i9JWQoWRCFxjpQwLQ
oversized print dress,,,Pink,No,1800,450,51,Pink,Orange,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Elegant,party; vacation,1,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNStandard0,436,4556,Z9DZhJNquxP5Q84fj
oversized print dress,,,Orange,No,1800,450,51,Orange,Orange,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Elegant,party; vacation,2,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNStandard4,436,7920,YBzq9qZf4Frd5T7Jg
oversized print dress,,,Green,No,1800,450,51,Green,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Elegant,party; vacation,3,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNStandard2,436,7918,nXEJa62GiLMSp8nER
oversized print dress,,,Blue,No,1800,450,51,Blue,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Elegant,party; vacation,4,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNStandard1,436,7917,MTQs5rCo8TsDLS4xX
oversized print dress,,,Brown,No,1800,450,51,Brown,Orange,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Elegant,party; vacation,5,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNStandard3,436,7919,uF57PFc67HxykCaSd
oversized print dress,,,Beige,No,1800,450,51,Beige,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Elegant,party; vacation,6,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNStandard5,436,7921,3o3hBZaLdaE7psyrW
oversized-sweats dress,,,Red,No,1500,375,51,Red,Blue,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Free,Active,Cool,everyday; comfy; sporty,1,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLSwitchsweat0,357,4424,xknLuBzRhM9hPdBK4
oversized-sweats dress,,,Pink,No,1500,375,51,Pink,Blue,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Free,Active,Cool,everyday; comfy; sporty,2,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLSwitchsweat4,357,7991,byiYKJGw8Zzbt9uAm
oversized-sweats dress,,,Orange,No,1500,375,51,Orange,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,All Year,Free,Free,Active,Cool,everyday; comfy; sporty,3,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLSwitchsweat3,357,7990,9Cp7fBqTj8hvBAAdh
oversized-sweats dress,,,Yellow,No,1500,375,51,Yellow,Blue,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Free,Active,Cool,everyday; comfy; sporty,4,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLSwitchsweat2,357,7989,8QSqYNHbpWaWcWYP3
oversized-sweats dress,,,Light blue,No,1500,375,51,Aqua,Purple,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Free,Free,Active,Cool,everyday; comfy; sporty,5,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLSwitchsweat1,357,7988,K3WdePZCz8Dc82jD6
painter's coverall,,,White,No,1600,400,51,White,Colorful,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; work,1,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLPaint2,1161,12022,wwAgwGbc6BDKCkwLg
painter's coverall,,,Green,No,1600,400,51,Green,Colorful,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; work,2,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLPaint1,1161,12021,4htkPc9TpCJJDv5wT
painter's coverall,,,Beige,No,1600,400,51,Beige,Colorful,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; work,3,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLPaint0,1161,10910,f46EfTKkDog4ng2bs
pajama dress,,,Gray,No,1200,300,51,Gray,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cute,comfy,1,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLPajamas2,1155,11932,sGKAJ4A5S3kaRETrH
pajama dress,,,Berry red,No,1200,300,51,Red,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cute,comfy,2,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLPajamas3,1155,11933,ac88r42SeCdZenuc8
pajama dress,,,Green,No,1200,300,51,Green,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cute,comfy,3,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLPajamas1,1155,11931,D4esgyazM2m52wrSe
pajama dress,,,Navy blue,No,1200,300,51,Blue,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cute,comfy,4,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLPajamas0,1155,11096,y3z8HxRdcrB9szWde
pajama dress,,,Brown,No,1200,300,51,Brown,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cute,comfy,5,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLPajamas4,1155,11934,XHTtjH6eeuoeXFgP3
palatial tank dress,,,NA,No,2520,630,51,White,Colorful,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Free,Gorgeous,Elegant,formal,1,Yes,A-long,N,For sale,1.0.0,Yes,TopsTexOnepieceAlongNNile,168,3441,YGq2DbcARDEJNyRiD
Paradise Planning dress,,,NA,No,NFS,NA,0,Red,Red,1x1,NA,NA,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,NA,All Year,All Year,NA,Free,Free,Active,Cute,comfy,1,Yes,Box,N,Not in catalog,2.0.0,Yes,TopsTexOnepieceBoxNTakumi0,1476,14834,rcfRzht63Coyen5y9
Paradise Planning maxi,,,NA,No,NFS,NA,0,White,Red,1x1,NA,NA,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Simple,everyday; comfy; vacation,1,Yes,A-long,H,Not in catalog,2.0.0,Yes,TopsTexOnepieceAlongHTakumi0,1467,14818,agxLkAnCgqu7M9rgY
